Location,parameter,value,unit,parameter,value ,unit ,parameter,value,unit,datetimeUtc,timezone
Heilbronn,co,400,µg/m3,no,17.6,µg/m3,no2,32.224,µg/m3,2022-11-08T00:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,16.9,µg/m3,no2,34.405,µg/m3,2022-11-08T01:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,33.5,µg/m3,no2,24.438,µg/m3,2022-11-08T02:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,28.8,µg/m3,no2,16.564,µg/m3,2022-11-09T00:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,12.6,µg/m3,no2,21.878,µg/m3,2022-11-10T00:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,9.9,µg/m3,no2,19.249,µg/m3,2022-11-11T00:00:00Z,Europe/Berlin
Heilbronn,co,1000,µg/m3,no,2.1,µg/m3,no2,16.084,µg/m3,2022-11-12T00:00:00Z,Europe/Berlin
Heilbronn,co,900,µg/m3,no,0.8,µg/m3,no2,14.756,µg/m3,2022-11-12T01:00:00Z,Europe/Berlin
Heilbronn,co,800,µg/m3,no,2.5,µg/m3,no2,16.318,µg/m3,2022-11-12T02:00:00Z,Europe/Berlin
Heilbronn,co,1100,µg/m3,no,2.6,µg/m3,no2,16.321,µg/m3,2022-11-13T00:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,3.3,µg/m3,no2,16.605,µg/m3,2022-11-14T00:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,4.4,µg/m3,no2,15.414,µg/m3,2022-11-15T00:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,4.1,µg/m3,no2,32.756,µg/m3,2022-11-15T01:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,10.4,µg/m3,no2,42.196,µg/m3,2022-11-15T02:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,9.2,µg/m3,no2,10.3,µg/m3,2022-11-15T03:00:00Z,Europe/Berlin
Heilbronn,co,600,µg/m3,no,10.4,µg/m3,no2,17.64,µg/m3,2022-11-16T00:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,15.3,µg/m3,no2,13.507,µg/m3,2022-11-17T00:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,15.6,µg/m3,no2,20.306,µg/m3,2022-11-18T00:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,11,µg/m3,no2,4.836,µg/m3,2022-11-19T00:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,15.3,µg/m3,no2,20.812,µg/m3,2022-11-19T01:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,28.1,µg/m3,no2,15.983,µg/m3,2022-11-20T00:00:00Z,Europe/Berlin
Heilbronn,co,100,µg/m3,no,23.7,µg/m3,no2,32.533,µg/m3,2022-11-21T00:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,8.9,µg/m3,no2,38.995,µg/m3,2022-11-22T00:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,30.5,µg/m3,no2,39.08,µg/m3,2022-11-23T00:00:00Z,Europe/Berlin
Heilbronn,co,700,µg/m3,no,18.4,µg/m3,no2,28.55,µg/m3,2022-11-25T00:00:00Z,Europe/Berlin
Heilbronn,co,600,µg/m3,no,4.9,µg/m3,no2,22.906,µg/m3,2022-11-26T00:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,1,µg/m3,no2,33.304,µg/m3,2022-11-26T01:00:00Z,Europe/Berlin
Heilbronn,co,800,µg/m3,no,3.3,µg/m3,no2,28.77,µg/m3,2022-11-27T00:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,11.5,µg/m3,no2,21.406,µg/m3,2022-11-28T00:00:00Z,Europe/Berlin
Heilbronn,co,900,µg/m3,no,19.1,µg/m3,no2,12.078,µg/m3,2022-11-29T00:00:00Z,Europe/Berlin
Heilbronn,co,800,µg/m3,no,36.5,µg/m3,no2,17.706,µg/m3,2022-11-29T01:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,32.2,µg/m3,no2,19.228,µg/m3,2022-11-30T00:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,23.7,µg/m3,no2,15.401,µg/m3,2022-12-01T00:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,28.5,µg/m3,no2,19.52,µg/m3,2022-12-02T00:00:00Z,Europe/Berlin
Heilbronn,co,600,µg/m3,no,33.3,µg/m3,no2,29.533,µg/m3,2022-12-03T00:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,25.7,µg/m3,no2,29.559,µg/m3,2022-12-04T00:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,25.7,µg/m3,no2,16.656,µg/m3,2022-12-05T00:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,29.4,µg/m3,no2,26.085,µg/m3,2022-12-06T00:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,2.3,µg/m3,no2,30.103,µg/m3,2022-12-07T00:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,0.3,µg/m3,no2,38.562,µg/m3,2022-12-08T00:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,4.3,µg/m3,no2,37.24,µg/m3,2022-12-09T00:00:00Z,Europe/Berlin
Heilbronn,co,600,µg/m3,no,35.3,µg/m3,no2,35.008,µg/m3,2022-12-10T00:00:00Z,Europe/Berlin
Heilbronn,co,700,µg/m3,no,79.1,µg/m3,no2,31.295,µg/m3,2022-12-11T00:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,140.8,µg/m3,no2,27.054,µg/m3,2022-12-12T00:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,120.8,µg/m3,no2,43.179,µg/m3,2022-12-13T00:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,57.7,µg/m3,no2,34.909,µg/m3,2022-12-13T01:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,38.2,µg/m3,no2,33.847,µg/m3,2022-12-16T00:00:00Z,Europe/Berlin
Heilbronn,co,1000,µg/m3,no,44.1,µg/m3,no2,25.697,µg/m3,2022-12-18T00:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,26.4,µg/m3,no2,13.207,µg/m3,2022-12-19T00:00:00Z,Europe/Berlin
Heilbronn,co,1000,µg/m3,no,29.1,µg/m3,no2,15.181,µg/m3,2022-12-20T00:00:00Z,Europe/Berlin
Heilbronn,co,1200,µg/m3,no,33.3,µg/m3,no2,26.72,µg/m3,2022-12-21T00:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,33.8,µg/m3,no2,36.81,µg/m3,2022-12-22T00:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,27.9,µg/m3,no2,17.009,µg/m3,2022-12-23T00:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,27.3,µg/m3,no2,18.705,µg/m3,2022-12-25T00:00:00Z,Europe/Berlin
Heilbronn,co,800,µg/m3,no,19.6,µg/m3,no2,37.202,µg/m3,2022-12-26T00:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,12,µg/m3,no2,15.031,µg/m3,2022-12-27T00:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,22.3,µg/m3,no2,12.218,µg/m3,2022-12-27T01:00:00Z,Europe/Berlin
Heilbronn,co,600,µg/m3,no,14.4,µg/m3,no2,8.968,µg/m3,2022-12-28T00:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,25.6,µg/m3,no2,8.636,µg/m3,2022-12-30T00:00:00Z,Europe/Berlin
Heilbronn,co,100,µg/m3,no,3.3,µg/m3,no2,9.156,µg/m3,2022-12-31T00:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,2.5,µg/m3,no2,34.73,µg/m3,2023-01-03T00:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,10,µg/m3,no2,3.947,µg/m3,2023-01-03T01:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,31.8,µg/m3,no2,27.67,µg/m3,2023-01-03T02:00:00Z,Europe/Berlin
Heilbronn,co,900,µg/m3,no,66,µg/m3,no2,10.812,µg/m3,2023-01-04T00:00:00Z,Europe/Berlin
Heilbronn,co,100,µg/m3,no,89.9,µg/m3,no2,8.888,µg/m3,2023-01-05T00:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,102.6,µg/m3,no2,12.613,µg/m3,2023-01-06T00:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,71.2,µg/m3,no2,15.072,µg/m3,2023-01-09T00:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,46.5,µg/m3,no2,38.563,µg/m3,2023-01-10T00:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,36.3,µg/m3,no2,24.888,µg/m3,2023-01-11T00:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,18.5,µg/m3,no2,43.734,µg/m3,2023-01-18T00:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,28.7,µg/m3,no2,38.551,µg/m3,2023-01-19T00:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,26.1,µg/m3,no2,10.497,µg/m3,2023-01-20T00:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,42.7,µg/m3,no2,9.503,µg/m3,2023-01-21T00:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,28.1,µg/m3,no2,12.915,µg/m3,2023-01-21T01:00:00Z,Europe/Berlin
Heilbronn,co,700,µg/m3,no,24.4,µg/m3,no2,20.234,µg/m3,2023-01-21T02:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,29.7,µg/m3,no2,15.96,µg/m3,2023-01-24T00:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,21.1,µg/m3,no2,19.944,µg/m3,2023-01-24T01:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,36.5,µg/m3,no2,18.092,µg/m3,2023-01-25T00:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,28.7,µg/m3,no2,18.461,µg/m3,2023-01-27T00:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,6.8,µg/m3,no2,12.081,µg/m3,2023-01-28T00:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,3.9,µg/m3,no2,8.583,µg/m3,2023-02-01T20:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,2.1,µg/m3,no2,22.362,µg/m3,2023-02-01T21:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,9,µg/m3,no2,16.495,µg/m3,2023-02-01T22:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,23.4,µg/m3,no2,17.117,µg/m3,2023-02-01T23:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,53.5,µg/m3,no2,24.217,µg/m3,2023-02-02T00:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,101.4,µg/m3,no2,25.814,µg/m3,2023-02-14T01:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,131.9,µg/m3,no2,33.58,µg/m3,2023-02-14T02:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,107,µg/m3,no2,37.401,µg/m3,2023-02-14T03:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,119.6,µg/m3,no2,27.942,µg/m3,2023-02-14T05:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,105.4,µg/m3,no2,25.685,µg/m3,2023-02-14T06:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,87.5,µg/m3,no2,23.601,µg/m3,2023-02-14T07:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,80.9,µg/m3,no2,21.089,µg/m3,2023-02-14T08:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,60.5,µg/m3,no2,22.833,µg/m3,2023-02-14T09:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,95.7,µg/m3,no2,21.626,µg/m3,2023-02-14T10:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,64.6,µg/m3,no2,25.75,µg/m3,2023-02-14T11:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,53.9,µg/m3,no2,31.94,µg/m3,2023-02-14T12:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,52.2,µg/m3,no2,35.131,µg/m3,2023-02-14T13:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,41.3,µg/m3,no2,35.013,µg/m3,2023-02-14T14:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,36.1,µg/m3,no2,34.408,µg/m3,2023-02-14T15:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,32.9,µg/m3,no2,39.131,µg/m3,2023-02-14T16:00:00Z,Europe/Berlin
Heilbronn,co,600,µg/m3,no,12.4,µg/m3,no2,32.151,µg/m3,2023-02-14T17:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,9.2,µg/m3,no2,31.372,µg/m3,2023-02-14T18:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,12.7,µg/m3,no2,30.821,µg/m3,2023-02-14T19:00:00Z,Europe/Berlin
Heilbronn,co,600,µg/m3,no,26.7,µg/m3,no2,29.533,µg/m3,2023-02-14T20:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,23.1,µg/m3,no2,27.398,µg/m3,2023-02-14T21:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,26.1,µg/m3,no2,26.962,µg/m3,2023-02-14T22:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,19.5,µg/m3,no2,28.023,µg/m3,2023-02-14T23:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,18.2,µg/m3,no2,27.29,µg/m3,2023-02-15T00:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,35.6,µg/m3,no2,29.6,µg/m3,2023-02-15T01:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,28.4,µg/m3,no2,32.525,µg/m3,2023-02-15T02:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,39.4,µg/m3,no2,41.077,µg/m3,2023-02-15T03:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,29.8,µg/m3,no2,36.083,µg/m3,2023-02-15T04:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,28.7,µg/m3,no2,32.826,µg/m3,2023-02-15T05:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,33.3,µg/m3,no2,31.446,µg/m3,2023-02-15T06:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,23.5,µg/m3,no2,31.609,µg/m3,2023-02-15T07:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,11.6,µg/m3,no2,33.323,µg/m3,2023-02-15T08:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,20.9,µg/m3,no2,33.642,µg/m3,2023-02-15T09:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,22.8,µg/m3,no2,35.343,µg/m3,2023-02-15T10:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,12.6,µg/m3,no2,35.328,µg/m3,2023-02-15T11:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,16.7,µg/m3,no2,48.912,µg/m3,2023-02-15T12:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,14.6,µg/m3,no2,55.635,µg/m3,2023-02-15T13:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,7.4,µg/m3,no2,55.643,µg/m3,2023-02-15T14:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,2.5,µg/m3,no2,43.874,µg/m3,2023-02-15T15:00:00Z,Europe/Berlin
Heilbronn,co,800,µg/m3,no,3.3,µg/m3,no2,37.427,µg/m3,2023-02-15T16:00:00Z,Europe/Berlin
Heilbronn,co,1200,µg/m3,no,2.4,µg/m3,no2,35.147,µg/m3,2023-02-15T17:00:00Z,Europe/Berlin
Heilbronn,co,1000,µg/m3,no,1.8,µg/m3,no2,37.81,µg/m3,2023-02-15T18:00:00Z,Europe/Berlin
Heilbronn,co,1000,µg/m3,no,0.7,µg/m3,no2,32.463,µg/m3,2023-02-15T19:00:00Z,Europe/Berlin
Heilbronn,co,900,µg/m3,no,0.9,µg/m3,no2,26.721,µg/m3,2023-02-15T20:00:00Z,Europe/Berlin
Heilbronn,co,900,µg/m3,no,1.2,µg/m3,no2,44.048,µg/m3,2023-02-15T21:00:00Z,Europe/Berlin
Heilbronn,co,1000,µg/m3,no,1.7,µg/m3,no2,46.757,µg/m3,2023-02-15T22:00:00Z,Europe/Berlin
Heilbronn,co,900,µg/m3,no,2.2,µg/m3,no2,38.348,µg/m3,2023-02-15T23:00:00Z,Europe/Berlin
Heilbronn,co,800,µg/m3,no,2.8,µg/m3,no2,50.947,µg/m3,2023-02-16T00:00:00Z,Europe/Berlin
Heilbronn,co,600,µg/m3,no,4,µg/m3,no2,36.323,µg/m3,2023-03-19T01:00:00Z,Europe/Berlin
Heilbronn,co,600,µg/m3,no,5.6,µg/m3,no2,42.426,µg/m3,2023-03-19T02:00:00Z,Europe/Berlin
Heilbronn,co,600,µg/m3,no,3.3,µg/m3,no2,35.69,µg/m3,2023-03-19T03:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,5.2,µg/m3,no2,29.344,µg/m3,2023-03-19T04:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,4.1,µg/m3,no2,12.841,µg/m3,2023-03-19T05:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,6,µg/m3,no2,19.097,µg/m3,2023-03-19T06:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,7.6,µg/m3,no2,24.576,µg/m3,2023-03-19T07:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,7.6,µg/m3,no2,28.875,µg/m3,2023-03-19T08:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,8.3,µg/m3,no2,36.76,µg/m3,2023-03-19T09:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,30,µg/m3,no2,39.491,µg/m3,2023-03-19T10:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,25.4,µg/m3,no2,48.966,µg/m3,2023-03-19T11:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,31.7,µg/m3,no2,61.961,µg/m3,2023-03-19T12:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,16.4,µg/m3,no2,46.779,µg/m3,2023-03-19T13:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,4.2,µg/m3,no2,39.429,µg/m3,2023-03-19T14:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,3,µg/m3,no2,49.651,µg/m3,2023-03-19T15:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,2.2,µg/m3,no2,51.233,µg/m3,2023-03-19T16:00:00Z,Europe/Berlin
Heilbronn,co,600,µg/m3,no,3.5,µg/m3,no2,44.147,µg/m3,2023-03-19T17:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,3.2,µg/m3,no2,41.784,µg/m3,2023-03-19T18:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,2.1,µg/m3,no2,19.245,µg/m3,2023-03-19T19:00:00Z,Europe/Berlin
Heilbronn,co,600,µg/m3,no,1.5,µg/m3,no2,9.089,µg/m3,2023-03-19T20:00:00Z,Europe/Berlin
Heilbronn,co,700,µg/m3,no,4.5,µg/m3,no2,11.449,µg/m3,2023-03-19T21:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,7.9,µg/m3,no2,6.4,µg/m3,2023-03-19T22:00:00Z,Europe/Berlin
Heilbronn,co,600,µg/m3,no,5.5,µg/m3,no2,8.269,µg/m3,2023-03-19T23:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,9.9,µg/m3,no2,20.461,µg/m3,2023-03-20T00:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,10.6,µg/m3,no2,40.572,µg/m3,2023-03-20T01:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,6,µg/m3,no2,44.919,µg/m3,2023-03-20T02:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,9.1,µg/m3,no2,41.378,µg/m3,2023-03-20T03:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,6.2,µg/m3,no2,34.328,µg/m3,2023-03-20T04:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,11.2,µg/m3,no2,39.502,µg/m3,2023-03-20T05:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,11.7,µg/m3,no2,36.997,µg/m3,2023-03-20T06:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,24,µg/m3,no2,32.453,µg/m3,2023-03-20T07:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,26.6,µg/m3,no2,32.478,µg/m3,2023-03-20T08:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,7.6,µg/m3,no2,36.1,µg/m3,2023-03-20T09:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,0.2,µg/m3,no2,17.338,µg/m3,2023-03-20T10:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,0.7,µg/m3,no2,10.463,µg/m3,2023-03-20T11:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,8,µg/m3,no2,15.324,µg/m3,2023-03-20T12:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,34.4,µg/m3,no2,17.774,µg/m3,2023-03-20T13:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,64.8,µg/m3,no2,43.474,µg/m3,2023-03-20T14:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,63.9,µg/m3,no2,56.755,µg/m3,2023-03-21T01:00:00Z,Europe/Berlin
Heilbronn,co,200,µg/m3,no,68.2,µg/m3,no2,59.558,µg/m3,2023-03-21T02:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,56.4,µg/m3,no2,52.512,µg/m3,2023-03-21T04:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,35.5,µg/m3,no2,38.729,µg/m3,2023-03-21T05:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,33.9,µg/m3,no2,36.699,µg/m3,2023-03-21T06:00:00Z,Europe/Berlin
Heilbronn,co,700,µg/m3,no,28.9,µg/m3,no2,42.91,µg/m3,2023-03-21T07:00:00Z,Europe/Berlin
Heilbronn,co,600,µg/m3,no,21.2,µg/m3,no2,41.533,µg/m3,2023-03-21T08:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,16.9,µg/m3,no2,37.126,µg/m3,2023-03-21T09:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,22.5,µg/m3,no2,47.493,µg/m3,2023-03-21T10:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,16.3,µg/m3,no2,35.493,µg/m3,2023-03-21T11:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,14.8,µg/m3,no2,49.799,µg/m3,2023-03-21T12:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,9.7,µg/m3,no2,65.541,µg/m3,2023-03-21T13:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,6,µg/m3,no2,64.326,µg/m3,2023-03-21T14:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,7.4,µg/m3,no2,55.11,µg/m3,2023-03-21T15:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,4.5,µg/m3,no2,52.032,µg/m3,2023-03-21T16:00:00Z,Europe/Berlin
Heilbronn,co,600,µg/m3,no,5.6,µg/m3,no2,62.381,µg/m3,2023-03-21T17:00:00Z,Europe/Berlin
Heilbronn,co,700,µg/m3,no,0.8,µg/m3,no2,51.378,µg/m3,2023-03-21T18:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,1.5,µg/m3,no2,42.666,µg/m3,2023-03-21T19:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,0.9,µg/m3,no2,30.357,µg/m3,2023-03-21T20:00:00Z,Europe/Berlin
Heilbronn,co,700,µg/m3,no,2.8,µg/m3,no2,27.386,µg/m3,2023-03-21T21:00:00Z,Europe/Berlin
Heilbronn,co,600,µg/m3,no,12.4,µg/m3,no2,29.634,µg/m3,2023-03-21T22:00:00Z,Europe/Berlin
Heilbronn,co,600,µg/m3,no,26,µg/m3,no2,31.668,µg/m3,2023-03-21T23:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,24.1,µg/m3,no2,33.029,µg/m3,2023-03-22T00:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,23.7,µg/m3,no2,51.582,µg/m3,2023-03-22T01:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,16.1,µg/m3,no2,51.44,µg/m3,2023-03-22T02:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,7.8,µg/m3,no2,50.354,µg/m3,2023-03-22T03:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,15.9,µg/m3,no2,31.267,µg/m3,2023-03-22T04:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,8.7,µg/m3,no2,32.623,µg/m3,2023-03-22T05:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,10.3,µg/m3,no2,31.528,µg/m3,2023-03-22T06:00:00Z,Europe/Berlin
Heilbronn,co,600,µg/m3,no,10.8,µg/m3,no2,30.983,µg/m3,2023-03-22T07:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,11.6,µg/m3,no2,39.132,µg/m3,2023-03-22T08:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,11.2,µg/m3,no2,34.95,µg/m3,2023-03-22T09:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,7.6,µg/m3,no2,42.669,µg/m3,2023-03-22T10:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,5,µg/m3,no2,53.052,µg/m3,2023-03-22T11:00:00Z,Europe/Berlin
Heilbronn,co,300,µg/m3,no,1.1,µg/m3,no2,59.222,µg/m3,2023-03-22T12:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,1.1,µg/m3,no2,85.65,µg/m3,2023-03-22T13:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,1.1,µg/m3,no2,83.022,µg/m3,2023-03-22T14:00:00Z,Europe/Berlin
Heilbronn,co,400,µg/m3,no,19.5,µg/m3,no2,54.722,µg/m3,2023-03-22T15:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,31.9,µg/m3,no2,55.528,µg/m3,2023-03-22T16:00:00Z,Europe/Berlin
Heilbronn,co,500,µg/m3,no,48.4,µg/m3,no2,54.998,µg/m3,2023-03-22T17:00:00Z,Europe/Berlin
Heilbronn,co,800,µg/m3,no,58,µg/m3,no2,38.049,µg/m3,2023-03-22T18:00:00Z,Europe/Berlin
